reviewid,title,artist,label,pub_year,year,genre,score,best_new_music
21597,"human performance","parquet courts","rough trade",2016,2016,rock,8.4,1
21598,"out my feelings (in my past) ","boosie badazz",self-released,2016,2016,rap,7.6,0
21599,"life of pause","wild nothing","captured tracks",2016,2016,rock,6.5,0
21600,hxlt,hxlt,"g.o.o.d. music",2016,2016,rap/rock,4.9,0
21601,"star wars headspace","various artists",american/hollywood,2016,2016,,6.9,0
21602,"the art of hustle","yo gotti",epic,2016,2016,rap,6.6,0
21603,hiperasia,"el guincho",nacional,2016,2016,electronic,6.8,0
21604,"jerome raheem fortune","rome fortune","fool's gold",2016,2016,rap,7.0,0
21605,"full circle",hlos,matador,2016,2016,rock,7.7,0
21606,"sign of the cross every mile to the border","ceramic tl","halocline trance",2016,2016,electronic,7.0,0
21607,"george fest: a night to celebrate the music of george harrison","various artists",hot/vagrant,2016,2016,,6.8,0
21608,"euphoria ep",amthst,"sick wid it",2016,2016,rap,7.1,0
21609,"no burden","lucy dacus",egghunt,2016,2016,rock,7.8,0
21610,vrhtelij,"oranssi pazuzu","20 buck spin",2016,2016,metal,7.9,0
21611,"cellar ep",na,"fade to mind",2016,2016,electronic,7.5,0
21612,transition,"immix ensemble & vessel","erased tapes",2016,2016,experimental,7.0,0
21613,"under summer ","yndi halda","big scary monsters/burnt toast vinyl",2016,2016,rock,6.0,0
21614,"trekkie trax the best 2012 - 2015","various artists","trekkie trax",2016,2016,,7.2,0
21615,"crucial ep","starchild & the new romantic",ghostly,2016,2016,pop/r&b,5.9,0
21616,"the sentence","zach cooper","styles upon styles",2016,2016,experimental,6.0,0
21617,"hella personal film festival","open mike eagle & paul white","mello music group",2016,2016,rap,7.3,0
21619,"music for a new society","john cale",domino,2016,1982/2016,rock,8.5,0
21620,"talk to me so i can fall asleep",crater,"help yourself",2016,2016,electronic,6.5,0
21621,carta,especia,victor,2016,2016,electronic/global,6.5,0
21622,"heron oblivion","heron oblivion","sub pop",2016,2016,folk/country,7.7,0
21623,"blue cheese","kane strang","ba da bing!/flying nun",2016,2016,rock,6.6,0
21624,"at the dam","mary lattimore",ghostly,2016,2016,experimental,7.8,0
21625,"scenes 2012-2015","studio ost","lustwerk music",2016,2016,electronic,8.1,0
21626,#n/a,nisennenmondai,"on-u sound",2016,2016,electronic,7.8,0
21627,rojus,"leon vynehall","running back",2016,2016,electronic,7.8,0
21628,"the follower","the field",kompakt,2016,2016,electronic,7.9,0
21629,psychopomp,"japanese breakfast","yellow k",2016,2016,rock,7.9,0
21630,"horse jumper of love","horse jumper of love","disposable america/gawk",2016,2016,rock,5.9,0
21631,"no one deserves happiness","the body","thrill jockey",2016,2016,metal,7.7,0
21632,"for a reason",lifetones,"light in the attic",2016,1983/2016,experimental,7.4,0
21633,"all empires fall",tombs,relapse,2016,2016,metal/rock,7.8,0
21635,"love streams","tim hecker","4ad/paper bag",2016,2016,experimental,8.2,0
21636,"crab day","cate le bon","drag city",2016,2016,folk/country,8.1,0
21637,"asphalt for eden",dlek,"profound lore",2016,2016,rap,7.8,0
21638,"songs from the shoebox","the snails",self-released,2016,2016,rock,7.4,0
21639,"god don't never change: the songs of blind willie johnson","various artists",alligator,2016,2016,,5.8,0
21640,"the great destroyer",gadget,relapse,2016,2016,metal,7.0,0
21641,"kouen kyoudai","masami akita & eiko ishibashi","editions mego",2016,2016,experimental,5.1,0
21642,"before a million universes","big ups","brace yourself/exploding in sound/tough love",2016,2016,rock,7.6,0
21643,"he has risen","smoke dza",srfschl,2016,2016,rap,6.9,0
21644,"more rain","m. ward",merge,2016,2016,rock,5.9,0
21645,"terminal redux",vektor,earache,2016,2016,metal,8.2,0
21646,compassion,"lust for youth","sacred bones",2016,2016,electronic/experimental,6.2,0
21647,"this is what the truth feels like","gwen stefani",interscope,2016,2016,pop/r&b,5.9,0
21648,"surface noise","jennifer o'connor",kiam,2016,2016,rock,5.0,0
21650,"wolves of want","bent shapes",slumberland,2016,2016,rock,6.8,0
21651,"forever sounds",wussy,"shake it",2016,2016,rock,6.9,0
21652,"the terminator ost","brad fiedel",milan,2016,1984/2016,electronic,8.5,1
21653,"close to the noise floor - formative uk electronica 1975 - 1984","various artists","cherry red",2016,2016,,8.1,0
21654,"it came from n.y.c.","white zombie","numero group",2016,2016,metal,8.1,0
21655,"jettison the valley","carter tanton","western vinyl",2016,2016,rock,6.4,0
21656,"genius of time","larry levan",emi,2016,2016,electronic,8.8,1
21657,"wave gods","french montana",self-released,2016,2016,rap,7.9,0
21658,"mercy ep","fake boyfriend","sad cactus",2016,2016,rock,7.8,0
21659,fovere,tokimonsta,"young art",2016,2016,electronic,5.5,0
21660,"empire builder","laura gibson","barsuk/city slang",2016,2016,folk/country,7.7,0
21661,"january sun","kedr livanskiy",2mr,2016,2016,electronic,7.8,0
21663,lnzndrf,lnzndrf,4ad,2016,2016,rock,6.5,0
21664,"i'm a piece of shit",father,awful,2016,2016,rap,7.7,0
21665,glitterbust,glitterbust,burger,2016,2016,experimental,7.8,0
21666,"time for a witness","the feelies",bar/none,2016,1991/2016,rock,7.9,0
21667,"long way home",lpsley,xl,2016,2016,pop/r&b,6.6,0
21668,"the last panthers",clark,warp,2016,2016,electronic,7.1,0
21669,"no fantasy required",tiga,"counter records",2016,2016,electronic,6.2,0
21670,"wayfaring strangers: cosmic american music","various artists","numero group",2016,2016,,6.2,0
21672,gensho,"boris, merzbow",relapse,2016,2016,experimental/metal/rock,5.7,0
21673,"teens of denial","car seat headrest",matador,2016,2016,rock,8.5,1
21674,"old locks and irregular verbs","henry threadgill, ensemble double-up","pi recordings",2016,2016,jazz,8.0,0
21675,goodness,"the hotelier","tiny engines",2016,2016,rock,8.0,0
21676,"tired of tomorrow",nothing,relapse,2016,2016,rock,8.0,0
21677,"holy ghost","modern baseball","run for cover",2016,2016,rock,7.7,0
21678,"take me to the alley","gregory porter","blue note/decca",2016,2016,jazz,6.7,0
21679,"painting of a panic attack","frightened rabbit","canvasback / atlantic",2016,2016,rock,6.0,0
21680,"sorrow - a reimagining of gorecki's 3rd symphony","colin stetson",52hz,2016,2016,experimental,7.8,0
21681,"singing saw","kevin morby","dead oceans",2016,2016,rock,8.3,1
21682,"belgica original soundtrack",soulwax,"play it again sam",2016,2016,electronic,6.2,0
21683,"vroom vroom ep","charli xcx","vroom vroom recordings",2016,2016,pop/r&b,4.5,0
21684,"one day you will ache like i ache","the body, full of hell",neurot,2016,2016,metal,7.6,0
21685,"slow forever",cobalt,"profound lore",2016,2016,metal,8.4,0
21686,"the wilderness","explosions in the sky","temporary residence",2016,2016,rock,8.0,0
21687,"the impossible kid","aesop rock",rhymesayers,2016,2016,rap,8.2,0
21688,"everybody's heart is broken now","niki and the dove",universal,2016,2016,pop/r&b,7.8,0
21690,afterlife,"dj rashad",teklife,2016,2016,electronic,7.2,0
21691,"oh inhuman spectacle","methyl ethel",4ad,2016,2016,rock,6.7,0
21692,"up to anything","the goon sax","chapter music",2016,2016,rock,7.0,0
21693,azel,bombino,partisan,2016,2016,,7.8,0
21694,"lost themes ii","john carpenter","sacred bones",2016,2016,experimental,5.6,0
21695,"yoyogi park",lawrence,"mule musiq",2016,2016,electronic,7.9,0
21696,"konono n1 meets batida","konono n1, batida","crammed discs",2016,2016,electronic/global,6.8,0
21697,"year of the rabbit",eskimeaux,"double double whammy",2016,2016,rock,6.8,0
21698,"the hope six demolition project","pj harvey",island,2016,2016,rock,7.6,0
21699,"become alive ","dave harrington group","other people",2016,2016,experimental,6.7,0
21700,"full of it ","summer cannibals","kill rock stars",2016,2016,rock,7.2,0
21701,"cluster 71",cluster,"bureau b",2016,1971/2016,electronic/experimental/global/rock,8.5,0
21702,"bbf hosted by dj escrow",babyfather,hyperdub,2016,2016,electronic,6.0,0
21703,"yyy ep","tyler friedman, samuel rohrer",arjunamusic,2016,2016,experimental,6.0,0
21704,"djungelns lag","trd, grs och stenar","anthology recordings",2016,1971/2016,rock,8.5,0
21705,"untitled unmastered.","kendrick lamar","top dawg entertainment",2016,2016,rap,8.6,1
21706,collegrove,"lil wayne, 2 chainz","def jam",2016,2016,rap,6.8,0
21707,"drink more water 6",ilovemakonnen,"warner bros.",2016,2016,rap,6.2,0
21708,"music of morocco: recorded by paul bowles, 1959","various artists",dust-to-digital,2016,2016,,8.9,1
21709,"the diary","j dilla","mass appeal/payjay",2016,2016,rap,6.9,0
21710,"living life golden",elliphant,"kemosabe/record company ten",2016,2016,electronic/pop/r&b,6.7,0
21711,trotro,"dj katapila","awesome tapes from africa",2016,2016,electronic/global,7.7,0
21712,"a good night in the ghetto",kamaiyah,self-released,2016,2016,rap,8.2,1
21713,bothic,zelooperz,"bruiser brigade",2016,2016,rap,6.3,0
21714,"blood visions","jay reatard","fat possum",2016,2006/2016,rock,9.1,1
21715,"nocturnal koreans",wire,pinkflag,2016,2016,rock,7.0,0
21716,"outer heaven",greys,buzz/carpark,2016,2016,rock,7.8,0
21717,"dolls of highland","kyle craft","sub pop",2016,2016,rock,8.1,0
21718,"the dream is over",pup,"royal mountain/sideonedummy",2016,2016,rock,7.8,0
21719,"the dreaming room","laura mvula",rca/sony,2016,2016,pop/r&b,7.8,0
21720,"as if apart","chris cohen","captured tracks",2016,2016,rock,7.4,0
21721,"andando el tiempo","carla bley",ecm,2016,2016,jazz,7.8,0
21722,"the other side of the river","terry reid","future days",2016,1973/2016,rock,8.4,1
21723,congrats,"holy fuck","innovative leisure",2016,2016,electronic,6.6,0
21724,"down in heaven","twin peaks","grand jury",2016,2016,rock,7.2,0
21725,"skip a sinking stone","mutual benefit","mom & pop",2016,2016,folk/country,7.0,0
21726,"on my one","jake bugg","island/virgin emi",2016,2016,rock,3.0,0
21727,grapefruit,"kiran leonard","moshi moshi",2016,2016,rock,7.0,0
21728,"it's the big joyous celebration","teen suicide","run for cover",2016,2016,rock,7.8,0
21729,"don't look down","mr. lif","mello music group",2016,2016,rap,7.0,0
21730,"good grief",lucius,"mom & pop",2016,2016,pop/r&b,6.3,0
21731,"iii ep","sheer mag","static shock/wilsuns rc",2016,2016,rock,8.3,1
21732,"commitment to complications","youth code","dais records",2016,2016,electronic/metal,7.5,0
21733,"welcome the worms ",bleached,"dead oceans",2016,2016,rock,6.9,0
21736,"lil boat","lil yachty",self-released,2016,2016,rap,4.8,0
21737,"as ep","amnesia scanner","young turks",2016,2016,experimental,8.2,0
21738,aa,baauer,luckyme,2016,2016,electronic,7.3,0
21739,"talk tight","rolling blackouts coastal fever","ivy league",2016,2016,rock,8.0,0
21740,genesis,"domo genesis","odd future",2016,2016,rap,7.2,0
21741,"the rebellion sessions","black milk & nat turner","computer ugly",2016,2016,rap,7.1,0
21742,"fever dream","ben watt","caroline/unmade road",2016,2016,rock,6.8,0
21743,"the ship","brian eno",warp,2016,2016,experimental,8.0,0
21744,"waltzed in from the rumbling","plants and animals","secret city",2016,2016,rock,6.8,0
21745,"midwest farmer's daughter","margo price","third man",2016,2016,folk/country,7.0,0
21746,"wuthering drum","public memory",felte,2016,2016,electronic,6.9,0
21747,"pussy's dead",autolux,"30th century/columbia",2016,2016,rock,7.2,0
21748,atomic,mogwai,"rock action/temporary residence",2016,2016,rock,7.1,0
21749,"plays the music of twin peaks","xiu xiu","polyvinyl / bella union",2016,2016,experimental/rock,7.7,0
21750,"city sun eater in the river of light",woods,woodsist,2016,2016,rock,7.6,0
21751,"are you serious","andrew bird","loma vista",2016,2016,rock,7.2,0
21752,"psychic lovers",dinner,"captured tracks",2016,2016,pop/r&b,5.0,0
21753,"the rarity of experience","chris forsyth and the solar motel band","no quarter",2016,2016,experimental,7.7,0
21754,"iii (moderat)",moderat,monkeytown/mute,2016,2016,electronic,7.1,0
21755,"kill 'em all",metallica,self-released,2016,1983/2016,metal,8.6,0
21756,"sept. 5th",dvsn,"ovo sound/warner bros.",2016,2016,pop/r&b,8.3,1
21757,"silicon tare ep","com truise","ghostly international",2016,2016,electronic/rock,5.9,0
21758,"a sailor's guide to earth","sturgill simpson",atlantic,2016,2016,folk/country,8.0,0
21759,"we disappear","the thermals","saddle creek",2016,2016,rock,6.9,0
21761,"dame fortune",rjd2,"rj's electrical connections",2016,2016,electronic,7.0,0
21762,bergtatt,ulver,"century media",2016,1995/2016,experimental/metal,8.7,1
21763,changes,"charles bradley",daptone/dunham,2016,2016,pop/r&b,7.1,0
21764,"mind of mine",zayn,rca,2016,2016,pop/r&b,5.9,0
21765,"next thing","frankie cosmos",bayonet,2016,2016,rock,8.5,1
21766,"i aka i","ash koosha","ninja tune",2016,2016,electronic,7.5,0
21767,"velvet portraits","terrace martin","ropeadope/sounds of crenshaw",2016,2016,pop/r&b,7.8,0
21768,"amen & goodbye",yeasayer,mute,2016,2016,electronic/rock,5.4,0
21769,junk,m83,mute,2016,2016,electronic/rock,6.8,0
21770,ology,gallant,"mind of a genius",2016,2016,pop/r&b,7.5,0
21771,"day of the dead","various artists",4ad,2016,2016,,8.1,0
21773,"thug talk","boosie badazz",self-released,2016,2016,rap,7.3,0
21775,halfaxa,grimes,"artbus records",2016,2010/2016,pop/r&b,7.8,0
21776,"patch the sky","bob mould",merge,2016,2016,rock,7.0,0
21777,fleeting,"glenn jones","thrill jockey",2016,2016,folk/country/pop/r&b/rock,7.2,0
21778,"flutes, echoes, it's all happening!","carlos nio & friends",leaving,2016,2016,electronic,6.8,0
21779,"eric bachmann","eric bachmann",merge,2016,2016,rock,7.2,0
21780,"controlling body","peder mannerfelt","peder mannerfelt produktion",2016,2016,electronic,8.1,0
21781,interventions,"horse lords","northern spy",2016,2016,experimental,7.9,0
21782,will,"julianna barwick","dead oceans",2016,2016,electronic,8.2,0
21783,"island universe story: selected works","helado negro","asthmatic kitty",2016,2016,electronic,7.8,0
21784,"i hear you","arbor labor union","sub pop",2016,2016,rock,6.8,0
21785,"under the sun","mark pritchard",warp,2016,2016,electronic,7.6,0
21786,"mondo alterado",rebolledo,"hippie dance",2016,2016,electronic,7.4,0
21788,venis,ramriddlz,self-released,2016,2016,rap,4.5,0
21789,"slime season 3","young thug",atlantic,2016,2016,rap,7.9,0
21790,slay-z,"azealia banks",self-released,2016,2016,rap,7.4,0
21791,"blind spot ep",lush,edamame,2016,2016,rock,7.6,0
21792,phases,cellars,manifesto,2016,2016,rock,7.0,0
21794,"white hot moon","pity sex","run for cover",2016,2016,rock,6.5,0
21796,"interview 2016","death grips","third worlds",2016,2016,experimental/rap,7.0,0
21797,"at last!","etta james","jackpot records",2016,1960/2016,jazz,9.0,0
21799,"some other time: the lost session from the black forest ","bill evans",resonance,2016,1968/2016,jazz,8.4,1
21800,"love letter for fire","sam beam & jesca hoop","sub pop",2016,2016,rock,7.5,0
21801,modernists,"alarm will sound",cantaloupe,2016,2016,experimental,7.6,0
21802,"oh no","jessy lanza",hyperdub,2016,2016,pop/r&b,7.9,0
21803,"more issues than vogue","k. michelle",atlantic,2016,2016,pop/r&b,7.9,0
21804,"egyptian lover 1983-1988","egyptian lover","stones throw",2016,2016,electronic,8.0,0
21805,twenty88,twenty88,"def jam",2016,2016,pop/r&b,6.5,0
21806,"balter / saunier","ensemble dal niente, deerhoof","new amsterdam",2016,2016,experimental/rock,7.6,0
21807,"tower of meaning","arthur russell",audika,2016,1983/2016,experimental,7.0,0
21808,"please be honest","guided by voices",rockathon,2016,2016,rock,5.9,0
21809,"bis: 001-020","various artists","beats in space",2016,2016,,6.8,0
21810,"junjo presents: wins the world cup","various artists",greensleeves,2016,1982/2016,,7.7,0
21811,standards,"into it. over it.","triple crown",2016,2016,rock,7.0,0
21812,"nat love","kweku collins","closed sessions",2016,2016,rap,8.0,0
21813,"crime cutz","holy ghost!",dfa,2016,2016,electronic/rock,7.0,0
21814,"delusions of grand fur","rogue wave","easy sound",2016,2016,experimental/rock,5.7,0
21815,"guided meditation",hurry,lame-o,2016,2016,,7.1,0
21816,gala,lush,4ad,2016,1990/2016,rock,8.5,0
21817,"in movement","jack dejohnette, ravi coltrane, matthew garrison",ecm,2016,2016,jazz,8.3,0
21818,nattesferd,kvelertak,roadrunner,2016,2016,metal,8.0,0
21819,hopelessness,anohni,"rough trade/secretly canadian",2016,2016,experimental/pop/r&b,9.0,1
21820,"get in",pita,"editions mego",2016,2016,electronic,7.2,0
21821,"everything's beautiful","robert glasper, miles davis","blue note/columbia/legacy",2016,2016,jazz,7.4,0
21822,"sleep cycle",deakin,"my animal home",2016,2016,experimental/rock,7.6,0
21824,"missed calls","tunji ige","bad habit/brainbandits",2016,2016,rap,6.8,0
21825,"the stone junction","audio push",hs87/interscope,2016,2016,rap,7.1,0
21826,"always strive and prosper","a$ap ferg",rca,2016,2016,rap,7.3,0
21827,"it kindly stopped for me","sorority noise",topshelf,2016,2016,rock,6.6,0
21828,masterpiece,"big thief","saddle creek",2016,2016,rock,7.7,0
21829,layers,"royce 59","bad half entertainment",2016,2016,rap,6.4,0
21831,"iii :  (imagining the life of pablo)",toyomu,self-released,2016,2016,electronic/experimental,6.0,0
21832,"the future of death","primitive weapons","party smasher inc.",2016,2016,metal,8.0,0
21833,"too many voices","andy stott","modern love",2016,2016,electronic,7.1,0
21834,triangle,susanna,susannasonata,2016,2016,electronic,6.4,0
21835,"dj koze presents pampa vol. 1","various artists",pampa,2016,2016,,7.4,0
21836,views,drake,"cash money/young money entertainment",2016,2016,rap,6.8,0
21837,"double ecstasy ep",antwon,anticon,2016,2016,rap,6.9,0
21838,"new misery","cullen omori","sub pop",2016,2016,rock,6.2,0
21839,"all jokes aside","dej loaf",self-released,2016,2016,rap,7.5,0
21840,rosecrans,"dj quik, problem","blake enterprises/diamond lane music group, inc./empire",2016,2016,rap,6.8,0
21841,"purple rain","prince, the revolution","warner bros.",2016,1984,pop/r&b/rock,10.0,0
21842,1999,prince,"warner bros.",2016,1982,pop/r&b/rock,10.0,0
21843,controversy,prince,"warner bros.",2016,1981,pop/r&b/rock,9.0,0
21844,parade,"prince, the revolution","paisley park",2016,1986,pop/r&b/rock,9.1,0
21845,"sign ""o"" the times",prince,"paisley park",2016,1987,pop/r&b/rock,10.0,0
21846,"diamonds and pearls","prince, the new power generation","paisley park/warner bros.",2016,1991,pop/r&b/rock,8.3,0
21847,"around the world in a day","prince, the revolution","paisley park/warner bros.",2016,1985,pop/r&b/rock,8.8,0
21848,honey,"katy b","rinse/virgin emi",2016,2016,electronic/rock,7.0,0
21849,paradise,"white lung",domino,2016,2016,rock,8.4,1
21850,"the feminine: act i","anna wise",self-released,2016,2016,pop/r&b,6.9,0
21851,"blue wave",operators,"last gang",2016,2016,rock,7.5,0
21852,"for good",fog,"totally gross national product",2016,2016,rock,7.0,0
21853,"nonagon infinity","king gizzard & the lizard wizard",ato,2016,2016,,8.0,0
21854,"songs from wonder.land","various artists",parlophone,2016,2016,,5.0,0
21855,"piatto d'oro","meyhem lauren","fool's gold",2016,2016,rap,6.6,0
21856,"luck or magic","britta phillips","double feature",2016,2016,rock,5.0,0
21857,"trgame tierra","big black delta","masters of bates",2016,2016,electronic/pop/r&b,4.7,0
21858,konnichiwa,skepta,"boy better know",2016,2016,rap,7.8,0
21859,"get gone",seratones,"fat possum",2016,2016,rock,6.8,0
21860,"another splash of colour - new psychedelia in britain 1980-1985","various artists","cherry red",2016,2016,,7.2,0
21861,"cult following","little scream",merge,2016,2016,folk/country,7.5,0
21862,"venus on edge","hooded fang",daps,2016,2016,rock,7.3,0
21863,"kindness for weakness","homeboy sandman","stones throw",2016,2016,rap,6.7,0
21864,strangers,"marissa nadler","sacred bones",2016,2016,folk/country,7.6,0
21865,"cut and paste",oscar,wichita,2016,2016,pop/r&b,6.5,0
21866,"dirty mind",prince,"warner bros.",2016,1980,pop/r&b/rock,10.0,0
21867,lemonade,beyonc,columbia/parkwood,2016,2016,pop/r&b,8.5,1
21868,ullages,eagulls,partisan,2016,2016,rock,6.6,0
21869,"happy songs for happy zombies",pinkshinyultrablast,"club ac30",2016,2009/2016,rock,6.9,0
21871,"light upon the lake",whitney,"secretly canadian",2016,2016,rock,8.3,1
21872,"ha, ha, he.",mourn,"captured tracks",2016,2016,rock,6.0,0
21873,"eyes on the lines","steve gunn",matador,2016,2016,folk/country,8.0,0
21874,"good luck and do your best","gold panda","city slang",2016,2016,electronic,7.4,0
21875,"in glendale","tim heidecker",rado,2016,2016,folk/country/rock,6.5,0
21876,"electronica 2: the heart of noise","jean-michel jarre",columbia,2016,2016,electronic,4.9,0
21877,"bloom forever","thomas cohen","stolen recordings",2016,2016,rock,7.9,0
21878,"the things that we are made of","mary chapin carpenter","lambent light",2016,2016,folk/country,6.8,0
21879,"bottomless pit","death grips",harvest,2016,2016,experimental/rap,8.1,0
21880,"put the kid on the sleepy horse","mock orange",topshelf,2016,2016,rock,6.5,0
21882,"jackie lynn","jackie lynn","thrill jockey",2016,2016,experimental,6.9,0
21883,weaves,weaves,buzz,2016,2016,pop/r&b,6.8,0
21884,"a youthful dream",yung,"fat possum",2016,2016,rock,6.5,0
21885,"for those of you who have never (and also those who have)","huerco s.",proibito,2016,2016,experimental,8.1,0
21886,"love & hate","michael kiwanuka",polydor,2016,2016,pop/r&b,6.9,0
21887,pile,"a giant dog",merge,2016,2016,rock,8.2,0
21888,"spiritual songs for lovers to sing",luh,mute,2016,2016,rock,7.8,0
21889,"what one becomes",sumac,"thrill jockey",2016,2016,metal,7.8,0
21890,"still they pray",cough,relapse,2016,2016,,7.6,0
21891,x-communicate,"kristin kontrol","sub pop",2016,2016,pop/r&b,7.5,0
21892,"dangerous woman","ariana grande",republic,2016,2016,pop/r&b,7.6,0
21893,"pythagorean dream","rhys chatham",foom,2016,2016,experimental,7.6,0
21894,"these people","richard ashcroft","cooking vinyl",2016,2016,rock,5.1,0
21895,"resolutionary (songs 1979-1982)","vivien goldman",staubgold,2016,2016,global/rock,8.5,1
21896,changesonebowie,"david bowie",parlophone,2016,1976/2016,rock,8.8,0
21898,"a new wave of violence","head wound city",vice,2016,2016,rock,6.9,0
21899,99.9%,kaytranada,xl,2016,2016,pop/r&b,8.0,0
21900,"the heart speaks in whispers","corinne bailey rae",virgin,2016,2016,pop/r&b,7.6,0
21901,"heartbreaker (deluxe reissue)","ryan adams",pax-am,2016,2000/2016,rock,9.0,0
21903,testarossa,"yoni & geti","joyful noise",2016,2016,rap,7.2,0
21904,"the fan-tas-tic box set","slum village","ne'astra music group",2016,2016,rap,8.5,1
21905,beloved,"mo troper","good cheer",2016,2016,rock,6.0,0
21906,"the colour in anything","james blake",universal,2016,2016,pop/r&b,8.2,1
21907,"a moon shaped pool",radiohead,xl,2016,2016,rock,9.1,1
21908,55,"bacao rhythm & steel band","big crown",2016,2016,global,7.4,0
21909,"coloring book","chance the rapper",,2016,2016,rap,9.1,1
21910,"rock the fuck on forever","angel du$t","pop wig",2016,2016,rock,6.9,0
21911,fool,jameszoo,brainfeeder,2016,2016,electronic,6.9,0
21912,"union and return","torn hawk","mexican summer",2016,2016,electronic,7.3,0
21913,iiidrops,"joey purp",self-released,2016,2016,rap,8.2,1
21914,juarez,"terry allen","paradise of bachelors",2016,1975/2016,folk/country,8.0,0
21915,"awkward pop songs",jank,creep,2016,2016,rock,7.9,0
21916,"modern country","william tyler",merge,2016,2016,folk/country,8.0,0
21917,kidsticks,"beth orton",anti-,2016,2016,rock,7.6,0
21918,"the complete prestige 10-inch lp collection","miles davis",prestige,2016,2016,jazz,8.4,0
21919,"what follows","shit robot",dfa,2016,2016,electronic,6.7,0
21920,wave,"christian naujoks",dial,2016,2016,electronic,7.5,0
21921,skin,flume,"future classic/mom & pop/transgressive",2016,2016,electronic,6.4,0
21922,tempo,"olga bell","one little indian",2016,2016,pop/r&b,7.9,0
21923,infrared,"dawn richard","fade to mind",2016,2016,pop/r&b,7.7,0
21924,tusk,"fleetwood mac","warner bros.",2016,1979,rock,9.2,0
21926,"the triad","pantha du prince","rough trade",2016,2016,electronic,8.0,0
21928,"august 26th","post malone",self-released,2016,2016,rap,5.2,0
21929,kamikaze,"so so glos",votiv,2016,2016,rock,7.0,0
21931,"fall forever","fear of men",kanine,2016,2016,rock,6.7,0
21932,7/27,"fifth harmony",epic,2016,2016,pop/r&b,6.2,0
21933,"the last word on first blues","allen ginsberg",omnivore,2016,1983/2016,folk/country,7.9,0
21934,k.m.t.,"africans with mainframes","soul jazz",2016,2016,experimental,7.5,0
21935,"beyond the bloodhounds","adia victoria","canvasback / atlantic",2016,2016,rock,7.9,0
21936,"earrings off!","adult jazz","tri angle",2016,2016,rock,6.0,0
21937,collapse,seiho,leaving,2016,2016,,7.4,0
21938,levitate,lone,r&s,2016,2016,electronic,7.6,0
21939,"fallen angels","bob dylan",columbia,2016,2016,rock,6.4,0
21940,"it happened in flatbush","the underachievers",self-released,2016,2016,rap,5.3,0
21941,"wild things",ladyhawke,polyvinyl,2016,2016,electronic/rock,5.7,0
21942,dj-kicks,dm-funk,!k7,2016,2016,pop/r&b,7.7,0
21943,"minor victories","minor victories","fat possum",2016,2016,rock,6.0,0
21944,"mark kozelek sings favorites","mark kozelek","caldo verde",2016,2016,rock,5.5,0
21945,"turn to gold","diarrhea planet","infinity cat",2016,2016,rock,6.4,0
21946,piano,"alexis taylor","moshi moshi",2016,2016,electronic/pop/r&b/rock,7.1,0
21947,"faraway reach",classixx,"innovative leisure",2016,2016,electronic,7.7,0
21948,"ep 4","wolf parade","wolf parade productions",2016,2016,rock,7.0,0
21949,"ere gobez","debo band",fpe,2016,2016,global,8.1,0
21950,"elseq 1",autechre,warp,2016,2016,electronic,7.0,0
21951,weval,weval,kompakt,2016,2016,electronic,8.0,0
21952,"love you to death","tegan and sara","warner bros.",2016,2016,rock,7.1,0
21953,"strange little birds",garbage,stunvolume,2016,2016,rock,7.0,0
21954,"black terry cat","xenia rubinos",anti-,2016,2016,rock,8.0,0
21955,"should i remain here at sea?",islands,manqu,2016,2016,rock,7.4,0
21956,mosey,"daniel romano","new west",2016,2016,folk/country,7.1,0
21957,"murder for hire 2","kevin gates","bread winners' association",2016,2016,rap,7.4,0
21958,"folding time",sepalcure,hotflush,2016,2016,electronic,6.0,0
21959,"basses loaded",melvins,ipecac,2016,2016,metal/rock,5.5,0
21960,"the wailing wailers","the wailers","yep roc",2016,1965/2016,global,8.0,0
21961,"breakin point","peter bjorn and john",ingrid,2016,2016,electronic/rock,5.7,0
21962,"ash & ice","the kills",domino,2016,2016,electronic/rock,6.2,0
21964,"hounds of love","kate bush",emi,2016,1985,pop/r&b,10.0,0
21965,"thick as thieves","the temper trap",glassnote,2016,2016,electronic/rock,5.7,0
21966,movie!,"holger czukay",gronland,2016,1979/2016,electronic/experimental/global/rock,8.0,0
21967,"the digging remedy",plaid,warp,2016,2016,electronic,6.5,0
21968,"jay ii","jay arner",mint,2016,2016,,7.0,0
21969,"going by","told slant","double double whammy",2016,2016,folk/country,7.4,0
21970,"puberty 2",mitski,"dead oceans",2016,2016,rock,8.5,1
21971,"brigid mae power","brigid mae power","tompkins square",2016,2016,folk/country,7.5,0
21972,midnight,"dan lissvik","smalltown supersound",2016,2016,electronic,6.9,0
21973,earth,"neil young",reprise,2016,2016,rock,6.5,0
21974,"liquid cool","nite jewel",gloriette,2016,2016,electronic/rock,6.2,0
21975,"angry angles","angry angles",goner,2016,2016,rock,7.6,0
21976,"suck on this","die antwoord",zef,2016,2016,rap,5.0,0
21977,"my best human face","moonface, siinai",jagjaguwar,2016,2016,rock,5.9,0
21978,"stranger to stranger","paul simon",concord,2016,2016,rock,7.2,0
21979,delayer,rlyr,"magic bullet",2016,2016,rock,7.0,0
21980,fantasma,cornelius,lefse,2016,1997/2016,electronic,8.8,1
21981,"big bossin vol. 1","payroll giovanni",self-released,2016,2016,rap,8.0,0
21982,"you will never be one of us",nails,"nuclear blast",2016,2016,metal,7.8,0
